Department,Sub_Department,Topic,question_name,question_url,question_answer
Future Students,Undergraduate,Admissions,Will I be told if I need to resubmit an uploaded document because the image quality was poor?,https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692982073655-will-i-be-told-if-i-need-to-resubmit-an-uploaded-document-because-the-image-quality-was-poor-,"If your uploaded document isn't clear, legible or acceptable, you will be told when your application is being reviewed, not at the time of upload. To make sure that your application is ready for review, we encourage you to preview all documents before uploading them and continue to monitor your ChooseTMU Applicant Portal."
Future Students,Undergraduate,Admissions,What should I do if my document is larger than the file size limit?,https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692982073662-what-should-i-do-if-my-document-is-larger-than-the-file-size-limit-,"The file size restriction for uploading documents through the ChooseTMU Applicant Portal is 50 MB each (51,200 KB). To reduce the size of the file:
Lower the resolution (DPI) of the scanned image
Reduce the height and width of the scanned image
If available, reduce the quality of compression
Ensure that fonts are not embedded
We also recommend converting your files to .pdf"
Future Students,Undergraduate,Admissions,Can I submit my portfolio/admissions essay/video in my ChooseTMU Applicant Portal?,https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692983860435-can-i-submit-my-portfolio-admissions-essay-video-in-my-choosetmu-applicant-portal-,Most Grades-Plus programs require the submission of non-academic requirements via the ChooseTMU Applicant Portal. Please review your program pages for details about requirements and related submission instructions.
Future Students,Undergraduate,Admissions,I want to upload my test/exam scores but I can't because there's no associated item in my ChooseTMU Applicant Portal. Why?,https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692908857869-i-want-to-upload-my-test-exam-scores-but-i-can-t-because-there-s-no-associated-item-in-my-choosetmu-applicant-portal--why-,You can upload your test/exam scores if they’re available to you. You can attach them to your high school transcript/grade report. Please have your school send your results to us directly if the predicted IB/A Level/other results are confidential and not issued to you.
Future Students,Undergraduate,Admissions,Should I upload final or interim/midterm results?,https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692983860415-should-i-upload-final-or-interim-midterm-results-,"You should upload all final and interim/midterm results that are available to you at the time of upload (shortly after applying for admission). Your transcripts should be a complete academic record with the institution’s name, your name, names and numbers of courses, credits, the grading scheme and the grades you have received, as well as courses you are enrolled in (if available)."
Future Students,Undergraduate,Admissions,Can I upload updated interim/midterm results?,https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692983860421-can-i-upload-updated-interim-midterm-results-,"If you want to upload updated documents, please submit an
(google form)
upload help form
(external link, opens in new window)
. Please allow 48-72 hours for the request to be processed."
Future Students,Undergraduate,Admissions,"On my application, I indicated that I want my secondary school/post-secondary school transcripts to be sent to TMU via the OUAC. Do I still need to upload the transcripts?",https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692982686309-on-my-application--i-indicated-that-i-want-my-secondary-school-post-secondary-school-transcripts-to-be-sent-to-tmu-via-the-ouac--do-i-still-need-to-upload-the-transcripts-,"If eligible, you are strongly encouraged to upload your transcripts. Uploading your documents saves the time, effort and expense of mailing transcripts and supporting documents to us. It avoids processing delays, allows you to associate your documents with the correct application and requirement, and assures you that your documents have been received. It can also speed up the review of your application so that you can obtain an admission decision sooner."
Future Students,Undergraduate,Admissions,Can I upload a copy of an official transcript issued by an institution?,https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692983860448-can-i-upload-a-copy-of-an-official-transcript-issued-by-an-institution-,"Yes. However, all transcripts uploaded through the ChooseTMU Applicant Portal are considered unofficial."
Future Students,Undergraduate,Admissions,Can a third party upload my documents for me?,https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692983860427-can-a-third-party-upload-my-documents-for-me-,"No. Your documents can't be uploaded by a third party (e.g. guidance counsellor, head master, agent, referee)."
Future Students,Undergraduate,Admissions,Can I upload grades I got from a self-serve web system?,https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692983860442-can-i-upload-grades-i-got-from-a-self-serve-web-system-,"Yes, you can upload grades you received from a self-serve high school web system or from a self-serve university/college web system (where available). All transcripts received through the ChooseTMU Applicant Portal are considered unofficial. If you are offered admission, you will need to arrange for the submission of official transcripts (sent to us directly from the institution)."
Future Students,Undergraduate,Admissions,Should I upload my school's grading scale?,https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692983860454-should-i-upload-my-school-s-grading-scale-,"Yes. Your school’s grading scale should be uploaded with your transcript as one document. Grading scales can be found on the front or the back of a transcript. You might also find them in a separate document, such as a school profile."
Future Students,Undergraduate,Admissions,Should I upload my school's profile?,https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692983860460-should-i-upload-my-school-s-profile-,"Yes, you should attach your school’s profile (if it's available) to your transcript and upload it as one document. A school profile is an overview produced by the school and contains information about location and accreditation, curriculum, graduation requirements, class profiles, course offerings and grading system."
Future Students,Undergraduate,Admissions,Should I upload my course syllabi/descriptions?,https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692983860472-should-i-upload-my-course-syllabi-descriptions-,"No. Don't upload your course syllabi/descriptions with your transcripts. If they're needed for the review of your application, Undergraduate Admissions will contact you directly."
Future Students,Undergraduate,Admissions,My transcript isn't in English. Should I provide a translation?,https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692983860466-my-transcript-isn-t-in-english--should-i-provide-a-translation-,"Yes. A transcript in a language other than English must be accompanied by a certified/notarized, literal English translation. You can attach the translation to your transcript and upload it as one document."
Future Students,Undergraduate,Admissions,I already mailed/dropped off my documents. Should I upload copies of them?,https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692983860478-i-already-mailed-dropped-off-my-documents--should-i-upload-copies-of-them-,"Review your ChooseTMU Applicant Portal to see what documents have been received by Undergraduate Admissions. If it indicates that documents are still outstanding, you can upload copies of them to make sure your application is complete."
Future Students,Undergraduate,Admissions,I already uploaded my documents. Should I mail them or drop them off?,https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692983860484-i-already-uploaded-my-documents--should-i-mail-them-or-drop-them-off-,Don't mail or drop off duplicate copies of the documents that you have already uploaded to your application. Doing this will slow down the review of your application.
Future Students,Undergraduate,Admissions,I applied to multiple programs that need the same transcript. Should I upload the transcript multiple times?,https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692983860490-i-applied-to-multiple-programs-that-need-the-same-transcript--should-i-upload-the-transcript-multiple-times-,Yes. You must upload your transcripts for each program you applied to.
Future Students,Undergraduate,Admissions,My school's name is spelled incorrectly in my ChooseTMU Applicant Portal. What should I do?,https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692983860496-my-school-s-name-is-spelled-incorrectly-in-my-choosetmu-applicant-portal--what-should-i-do-,Please don't worry about this and don't make spelling changes to the schools listed on your application. Doing so might delay the review of your application.
Future Students,Undergraduate,Admissions,One or more of my schools is missing in my ChooseTMU Applicant Portal. What should I do?,https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692983860502-one-or-more-of-my-schools-is-missing-in-my-choosetmu-applicant-portal--what-should-i-do-,"The schools listed in your ChooseTMU Applicant Portal are pulled directly from your application for admission. Therefore, if you omitted a school from your application, you must amend your application and include the missing information. The schools will be indicated in your ChooseTMU Applicant Portal five to seven business days after you update your application."
Future Students,Undergraduate,Admissions,My application was cancelled because TMU didn't receive my required documents. Can I submit the documents now in my ChooseTMU Applicant Portal?,https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692983860509-my-application-was-cancelled-because-tmu-didn-t-receive-my-required-documents--can-i-submit-the-documents-now-in-my-choosetmu-applicant-portal-,"Yes, you may upload the required documents. However, you must also complete the appropriate reconsideration of admission decision form and attach the relevant documentation to the form. TMU will not automatically reconsider your application if/when you upload documents."
Future Students,Undergraduate,Admissions,When should I arrange to submit my official transcripts?,https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692983860518-when-should-i-arrange-to-submit-my-official-transcripts-,TMU will request official transcripts if/when required in an Offer of Admission. Transcripts are considered official when sent directly by the issuing school and/or agency. They generally have an original seal/stamp and/or official signature from an appropriate signatory. The official documents must be received by Undergraduate Admissions by the deadline dates indicated in an official Offer of Admission.
Future Students,Undergraduate,Admissions,I’m a current Ontario secondary school applicant. Can I upload a document to support my application?,https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692907521737-i-m-a-current-ontario-secondary-school-applicant--can-i-upload-a-document-to-support-my-application-,"If you wish to submit supporting documentation that might need special consideration, please complete a special consideration form. You can attach documents to this form (e.g. medical documentation).

Some TMU programs have non-academic requirements like interviews, auditions, essays, portfolios, etc. Visit your program page for requirements, submission dates and instructions."
Future Students,Undergraduate,Admissions,I’m a current Ontario secondary school student and I have attended one or more courses at a post-secondary institution. Do I need to submit a transcript for these studies?,https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692907930531-i-m-a-current-ontario-secondary-school-student-and-i-have-attended-one-or-more-courses-at-a-post-secondary-institution--do-i-need-to-submit-a-transcript-for-these-studies-,"Yes, you must arrange for the submission of your transcript. If you left out a post-secondary institution from your application, you must amend your application and include the missing information. The school will be indicated in your ChooseTMU Applicant Portal five to seven business days after you update your application."
Future Students,Undergraduate,Admissions,I’m a current British Columbia secondary school student. Do I need to upload my transcript?,https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692908645960-i-m-a-current-british-columbia-secondary-school-student--do-i-need-to-upload-my-transcript-,Arrange for the submission of your transcript via the OUAC. We also encourage you to upload a grade report showing interim and/or final grades soon after you apply to TMU.
Future Students,Undergraduate,Admissions,I’m a CEGEP applicant. Should I upload my transcript?,https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692908646031-i-m-a-cegep-applicant--should-i-upload-my-transcript-,"Arrange for the submission of your transcript via the OUAC. You can also upload your transcript via the ChooseTMU Applicant Portal. Some TMU programs will consider admission requirements (subject prerequisites) at the Secondary V level. If necessary to support your application, you may upload your Secondary V transcript via the ChooseTMU Applicant Portal."
Future Students,Undergraduate,Admissions,I’m a current/previous TMU applicant or undergraduate degree student. Do I need to upload my transcripts and supporting documents?,https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692908317734-i-m-a-current-previous-tmu-applicant-or-undergraduate-degree-student--do-i-need-to-upload-my-transcripts-and-supporting-documents-,"You�re not required to submit official transcripts again if they�re already on file and complete. If you�ve enrolled in more courses, submit a new/updated official transcript. TMU grades will be obtained internally.

Note: your ChooseTMU Applicant Portal may not reflect documents submitted in a previous year. A new supplementary form may be submitted to support your current application."
Future Students,Undergraduate,Admissions,References are required for my program. My referee has not received the email giving them access to the reference form and instructions. What should I do?,https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692906898732-references-are-required-for-my-program--my-referee-has-not-received-the-email-giving-them-access-to-the-reference-form-and-instructions--what-should-i-do-,"Make sure that you provided the correct email address for your referee. You can submit the
(google form)
upload help form
(external link, opens in new window)
to make a revision or to request that the email be sent again. We also recommend that you ask your referee to review their trash, junk or spam email folder."
Future Students,Undergraduate,Admissions,References are required for my program. How can I change my reference information?,https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692907173498-references-are-required-for-my-program--how-can-i-change-my-reference-information-,"You can update your reference information (e.g. change referee, change email address) by submitting the
(google form)
upload help form
(external link, opens in new window)
."
Future Students,Undergraduate,Admissions,References are required for my program. How can I confirm that my referee has received an email with access to the form?,https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692907173503-references-are-required-for-my-program--how-can-i-confirm-that-my-referee-has-received-an-email-with-access-to-the-form-,The ChooseTMU Applicant Portal will provide you with this confirmation. We advise you to contact your reference for an update if required.
Future Students,Undergraduate,Admissions,"I would like to upload a reference/recommendation and a resume to support my application, but I don't see a link to upload this. Why?",https://www.torontomu.ca/admissions/undergraduate/apply/document-submission/faq/#accordion-content-1692983945421-i-would-like-to-upload-a-reference-recommendation-and-a-resume-to-support-my-application--but-i-don-t-see-a-link-to-upload-this--why-,"Letters of reference/recommendations and resumes are only required for admission to certain programs at TMU. For some programs, the option to upload may be available, for other programs, another method of submission may be needed.

Visit the program page for a list of programs that have non-academic requirements and related submission instructions. If the option to upload is not available to you, you may submit your supporting documents by mail."
Future Students,Accomodations,Academic Accomodation Support,Incoming Students,https://www.torontomu.ca/accommodations/faq/#accordion-content-1702068100105-incoming-students,
Future Students,Accomodations,Academic Accomodation Support,Is AAS right for me?,https://www.torontomu.ca/accommodations/faq/#accordion-content-1702068339020-is-aas-right-for-me-,"Not sure if you should be seeking academic accommodations or academic considerations? 

Did you know that these are defined by separate university policies?

To learn which is the better option for your situation check out our Acommodation vs. Consideration webpage. "
Future Students,Accomodations,Academic Accomodation Support,When can I register with AAS?,https://www.torontomu.ca/accommodations/faq/#accordion-content-1702068339026-when-can-i-register-with-aas-,"You can begin the registration process as soon as your TMU identity (including your university email) is activated, generally one month prior to the first day of classes. For more information, visit Student Accounts.

We encourage you to start the process as soon as possible, after you have your university email address. 
"
Future Students,Accomodations,Academic Accomodation Support,Is there a way to meet other students with disabilities before classes start?,https://www.torontomu.ca/accommodations/faq/#accordion-content-1702068339033-is-there-a-way-to-meet-other-students-with-disabilities-before-classes-start-,"Sign up for our SHIFT program: our free summer program offering everything you need for a smooth transition to university.

This 5-part summer transition program provides the tools and skills for students with disabilities to succeed in both online and in-person classes. Learn about the accommodation process, hear from current students, and practice strategies for success."
